pokeID,dexID,isReleased,hasShadow
MR_MIME_GALARIAN,0122-galar,True,False
ARTICUNO_GALARIAN,0144-galar,True,False
ZAPDOS_GALARIAN,0145-galar,True,False
MOLTRES_GALARIAN,0146-galar,True,False
GROWLITHE_HISUIAN,0058-hisui,True,False
ARCANINE_HISUIAN,0059-hisui,True,False
VOLTORB_HISUIAN,0100-hisui,True,False
ELECTRODE_HISUIAN,0101-hisui,True,False
TAUROS_PALDEA_COMBAT,0128-paldea-combat,True,False
TAUROS_PALDEA_BLAZE,0128-paldea-blaze,True,False
TAUROS_PALDEA_AQUA,0128-paldea-aqua,True,False
CHIKORITA,0152,True,True
BAYLEEF,0153,True,True
MEGANIUM,0154,True,True
CYNDAQUIL,0155,True,True
QUILAVA,0156,True,True
TYPHLOSION,0157,True,True
TOTODILE,0158,True,True
CROCONAW,0159,True,True
FERALIGATR,0160,True,True
SENTRET,0161,True,False
FURRET,0162,True,False
HOOTHOOT,0163,True,False
NOCTOWL,0164,True,False
LEDYBA,0165,True,True
LEDIAN,0166,True,True
SPINARAK,0167,True,False
ARIADOS,0168,True,False
CROBAT,0169,True,True
CHINCHOU,0170,True,False
LANTURN,0171,True,False
PICHU,0172,True,False
CLEFFA,0173,True,False
IGGLYBUFF,0174,True,False
TOGEPI,0175,True,False
TOGETIC,0176,True,False
NATU,0177,True,True
XATU,0178,True,True
MAREEP,0179,True,True
FLAAFFY,0180,True,True
AMPHAROS,0181,True,True
BELLOSSOM,0182,True,True
MARILL,0183,True,False
AZUMARILL,0184,True,False
SUDOWOODO,0185,True,True
POLITOED,0186,True,True
HOPPIP,0187,True,True
SKIPLOOM,0188,True,True
JUMPLUFF,0189,True,True
AIPOM,0190,True,True
SUNKERN,0191,True,False
SUNFLORA,0192,True,False
YANMA,0193,True,False
WOOPER,0194,True,True
QUAGSIRE,0195,True,True
ESPEON,0196,True,False
UMBREON,0197,True,False
MURKROW,0198,True,True
SLOWKING,0199,True,True
MISDREAVUS,0200,True,True
UNOWN,0201,True,False
WOBBUFFET,0202,True,True
GIRAFARIG,0203,True,True
PINECO,0204,True,True
FORRETRESS,0205,True,True
DUNSPARCE,0206,True,False
GLIGAR,0207,True,True
STEELIX,0208,True,True
SNUBBULL,0209,True,True
GRANBULL,0210,True,True
QWILFISH,0211,True,False
SCIZOR,0212,True,True
SHUCKLE,0213,True,True
HERACROSS,0214,True,False
SNEASEL,0215,True,True
TEDDIURSA,0216,True,True
URSARING,0217,True,True
SLUGMA,0218,True,False
MAGCARGO,0219,True,False
SWINUB,0220,True,True
PILOSWINE,0221,True,True
CORSOLA,0222,True,False
REMORAID,0223,True,False
OCTILLERY,0224,True,False
DELIBIRD,0225,True,True
MANTINE,0226,True,False
SKARMORY,0227,True,True
HOUNDOUR,0228,True,True
HOUNDOOM,0229,True,True
KINGDRA,0230,True,True
PHANPY,0231,True,True
DONPHAN,0232,True,True
PORYGON2,0233,True,True
STANTLER,0234,True,True
SMEARGLE,0235,True,False
TYROGUE,0236,True,False
HITMONTOP,0237,True,True
SMOOCHUM,0238,True,False
ELEKID,0239,True,False
MAGBY,0240,True,False
MILTANK,0241,True,False
BLISSEY,0242,True,False
RAIKOU,0243,True,True
ENTEI,0244,True,True
SUICUNE,0245,True,True
LARVITAR,0246,True,True
PUPITAR,0247,True,True
TYRANITAR,0248,True,True
LUGIA,0249,True,True
HO_OH,0250,True,True
CELEBI,0251,True,False
SLOWKING_GALARIAN,0199-galar,True,False
CORSOLA_GALARIAN,0222-galar,True,False
TYPHLOSION_HISUIAN,0157-hisui,True,False
QWILFISH_HISUIAN,0211-hisui,True,False
SNEASEL_HISUIAN,0215-hisui,True,True
WOOPER_PALDEA,0194-paldea,True,False
TREECKO,0252,True,True
GROVYLE,0253,True,True
SCEPTILE,0254,True,True
TORCHIC,0255,True,True
COMBUSKEN,0256,True,True
BLAZIKEN,0257,True,True
MUDKIP,0258,True,True
MARSHTOMP,0259,True,True
SWAMPERT,0260,True,True
POOCHYENA,0261,True,True
MIGHTYENA,0262,True,True
ZIGZAGOON,0263,True,False
LINOONE,0264,True,False
WURMPLE,0265,True,False
SILCOON,0266,True,False
BEAUTIFLY,0267,True,False
CASCOON,0268,True,False
DUSTOX,0269,True,False
LOTAD,0270,True,False
LOMBRE,0271,True,False
LUDICOLO,0272,True,False
SEEDOT,0273,True,True
NUZLEAF,0274,True,True
SHIFTRY,0275,True,True
TAILLOW,0276,True,True
SWELLOW,0277,True,True
WINGULL,0278,True,False
PELIPPER,0279,True,False
RALTS,0280,True,True
KIRLIA,0281,True,True
GARDEVOIR,0282,True,True
SURSKIT,0283,True,False
MASQUERAIN,0284,True,False
SHROOMISH,0285,True,False
BRELOOM,0286,True,False
SLAKOTH,0287,True,False
VIGOROTH,0288,True,False
SLAKING,0289,True,False
NINCADA,0290,True,False
NINJASK,0291,True,False
SHEDINJA,0292,True,False
WHISMUR,0293,True,True
LOUDRED,0294,True,True
EXPLOUD,0295,True,True
MAKUHITA,0296,True,True
HARIYAMA,0297,True,True
AZURILL,0298,True,False
NOSEPASS,0299,True,True
SKITTY,0300,True,False
DELCATTY,0301,True,False
SABLEYE,0302,True,True
MAWILE,0303,True,True
ARON,0304,True,True
LAIRON,0305,True,True
AGGRON,0306,True,True
MEDITITE,0307,True,False
MEDICHAM,0308,True,False
ELECTRIKE,0309,True,True
MANECTRIC,0310,True,True
PLUSLE,0311,True,False
MINUN,0312,True,False
VOLBEAT,0313,True,False
ILLUMISE,0314,True,False
ROSELIA,0315,True,False
GULPIN,0316,True,False
SWALOT,0317,True,False
CARVANHA,0318,True,True
SHARPEDO,0319,True,True
WAILMER,0320,True,True
WAILORD,0321,True,True
NUMEL,0322,True,True
CAMERUPT,0323,True,True
TORKOAL,0324,True,False
SPOINK,0325,True,True
GRUMPIG,0326,True,True
SPINDA,0327,True,False
TRAPINCH,0328,True,True
VIBRAVA,0329,True,True
FLYGON,0330,True,True
CACNEA,0331,True,True
CACTURNE,0332,True,True
SWABLU,0333,True,False
ALTARIA,0334,True,False
ZANGOOSE,0335,True,False
SEVIPER,0336,True,False
LUNATONE,0337,True,False
SOLROCK,0338,True,False
BARBOACH,0339,True,True
WHISCASH,0340,True,True
CORPHISH,0341,True,True
CRAWDAUNT,0342,True,True
BALTOY,0343,True,False
CLAYDOL,0344,True,False
LILEEP,0345,True,True
CRADILY,0346,True,True
ANORITH,0347,True,True
ARMALDO,0348,True,True
FEEBAS,0349,True,False
MILOTIC,0350,True,False
CASTFORM,0351,True,False
KECLEON,0352,True,False
SHUPPET,0353,True,True
BANETTE,0354,True,True
DUSKULL,0355,True,True
DUSCLOPS,0356,True,True
TROPIUS,0357,True,False
CHIMECHO,0358,True,False
ABSOL,0359,True,True
WYNAUT,0360,True,False
SNORUNT,0361,True,True
GLALIE,0362,True,True
SPHEAL,0363,True,True
SEALEO,0364,True,True
WALREIN,0365,True,True
CLAMPERL,0366,True,False
HUNTAIL,0367,True,False
GOREBYSS,0368,True,False
RELICANTH,0369,True,False
LUVDISC,0370,True,False
BAGON,0371,True,True
SHELGON,0372,True,True
SALAMENCE,0373,True,True
BELDUM,0374,True,True
METANG,0375,True,True
METAGROSS,0376,True,True
REGIROCK,0377,True,True
REGICE,0378,True,True
REGISTEEL,0379,True,True
LATIAS,0380,True,True
LATIOS,0381,True,True
KYOGRE,0382,True,True
GROUDON,0383,True,True
RAYQUAZA,0384,True,False
JIRACHI,0385,True,False
DEOXYS,0386,True,False
ZIGZAGOON_GALARIAN,0263-galar,True,True
LINOONE_GALARIAN,0264-galar,True,True
CASTFORM_SUNNY,0351-sunny,True,False
CASTFORM_RAINY,0351-rainy,True,False
CASTFORM_SNOWY,0351-snowy,True,False
DEOXYS_ATTACK,0386-attack,True,False
DEOXYS_DEFENSE,0386-defense,True,False
DEOXYS_SPEED,0386-speed,True,False
TURTWIG,0387,True,True
GROTLE,0388,True,True
TORTERRA,0389,True,True
CHIMCHAR,0390,True,True
MONFERNO,0391,True,True
INFERNAPE,0392,True,True
PIPLUP,0393,True,True
PRINPLUP,0394,True,True
EMPOLEON,0395,True,True
STARLY,0396,True,True
STARAVIA,0397,True,True
STARAPTOR,0398,True,True
BIDOOF,0399,True,True
BIBAREL,0400,True,True
KRICKETOT,0401,True,False
KRICKETUNE,0402,True,False
SHINX,0403,True,True
LUXIO,0404,True,True
LUXRAY,0405,True,True
BUDEW,0406,True,False
ROSERADE,0407,True,False
CRANIDOS,0408,True,True
RAMPARDOS,0409,True,True
SHIELDON,0410,True,True
BASTIODON,0411,True,True
BURMY,0412,True,False
WORMADAM,0413,True,False
MOTHIM,0414,True,False
COMBEE,0415,True,False
VESPIQUEN,0416,True,False
PACHIRISU,0417,True,False
BUIZEL,0418,True,False
FLOATZEL,0419,True,False
CHERUBI,0420,True,False
CHERRIM,0421,True,False
CHERRIM_OVERCAST,0421-overcast,True,False
SHELLOS,0422,True,False
GASTRODON,0423,True,False
AMBIPOM,0424,True,True
DRIFLOON,0425,True,True
DRIFBLIM,0426,True,True
BUNEARY,0427,True,False
LOPUNNY,0428,True,False
MISMAGIUS,0429,True,True
HONCHKROW,0430,True,True
GLAMEOW,0431,True,True
PURUGLY,0432,True,True
CHINGLING,0433,True,False
STUNKY,0434,True,True
SKUNTANK,0435,True,True
BRONZOR,0436,True,False
BRONZONG,0437,True,False
BONSLY,0438,True,False
MIME_JR,0439,True,False
HAPPINY,0440,True,False
CHATOT,0441,True,False
SPIRITOMB,0442,True,False
GIBLE,0443,True,True
GABITE,0444,True,True
GARCHOMP,0445,True,True
MUNCHLAX,0446,True,False
RIOLU,0447,True,False
LUCARIO,0448,True,False
HIPPOPOTAS,0449,True,True
HIPPOWDON,0450,True,True
SKORUPI,0451,True,True
DRAPION,0452,True,True
CROAGUNK,0453,True,True
TOXICROAK,0454,True,True
CARNIVINE,0455,True,False
FINNEON,0456,True,False
LUMINEON,0457,True,False
MANTYKE,0458,True,False
SNOVER,0459,True,True
ABOMASNOW,0460,True,True
WEAVILE,0461,True,True
MAGNEZONE,0462,True,True
LICKILICKY,0463,True,False
RHYPERIOR,0464,True,True
TANGROWTH,0465,True,True
ELECTIVIRE,0466,True,True
MAGMORTAR,0467,True,True
TOGEKISS,0468,True,False
YANMEGA,0469,True,False
LEAFEON,0470,True,False
GLACEON,0471,True,False
GLISCOR,0472,True,True
MAMOSWINE,0473,True,True
PORYGON_Z,0474,True,True
GALLADE,0475,True,True
PROBOPASS,0476,True,True
DUSKNOIR,0477,True,True
FROSLASS,0478,True,True
ROTOM,0479,True,False
UXIE,0480,True,False
MESPRIT,0481,True,False
AZELF,0482,True,False
DIALGA,0483,True,False
PALKIA,0484,True,True
HEATRAN,0485,True,True
REGIGIGAS,0486,True,True
GIRATINA,0487,True,False
GIRATINA_ALTERED,0487-altered,True,False
CRESSELIA,0488,True,True
PHIONE,0489,False,False
MANAPHY,0490,False,False
DARKRAI,0491,True,False
SHAYMIN,0492,True,False
SHAYMIN_LAND,0492-land,True,False
ARCEUS,0493,False,False
CHERRIM_SUNNY,0421-sunshine,True,False
ROTOM_HEAT,0479-heat,True,False
ROTOM_WASH,0479-wash,True,False
ROTOM_FAN,0479-fan,False,False
ROTOM_FROST,0479-frost,True,False
ROTOM_MOW,0479-mow,True,False
DIALGA_ORIGIN,0483-origin,True,False
PALKIA_ORIGIN,0484-origin,True,False
GIRATINA_ORIGIN,0487-origin,True,False
SHAYMIN_SKY,0492-sky,True,False
ARCEUS_BUG,0493-bug,False,False
ARCEUS_DARK,0493-dark,False,False
ARCEUS_DRAGON,0493-dragon,False,False
ARCEUS_ELECTRIC,0493-electric,False,False
ARCEUS_FAIRY,0493-fairy,False,False
ARCEUS_FIGHTING,0493-fighting,False,False
ARCEUS_FIRE,0493-fire,False,False
ARCEUS_FLYING,0493-flying,False,False
ARCEUS_GHOST,0493-ghost,False,False
ARCEUS_GRASS,0493-grass,False,False
ARCEUS_GROUND,0493-ground,False,False
ARCEUS_ICE,0493-ice,False,False
ARCEUS_POISON,0493-poison,False,False
ARCEUS_PSYCHIC,0493-psychic,False,False
ARCEUS_ROCK,0493-rock,False,False
ARCEUS_STEEL,0493-steel,False,False
ARCEUS_WATER,0493-water,False,False
VICTINI,0494,True,False
SNIVY,0495,True,True
SERVINE,0496,True,True
SERPERIOR,0497,True,True
TEPIG,0498,True,True
PIGNITE,0499,True,True
EMBOAR,0500,True,True
OSHAWOTT,0501,True,True
DEWOTT,0502,True,True
SAMUROTT,0503,True,True
PATRAT,0504,True,True
WATCHOG,0505,True,True
LILLIPUP,0506,True,False
HERDIER,0507,True,False
STOUTLAND,0508,True,False
PURRLOIN,0509,True,True
LIEPARD,0510,True,True
PANSAGE,0511,True,False
SIMISAGE,0512,True,False
PANSEAR,0513,True,False
SIMISEAR,0514,True,False
PANPOUR,0515,True,False
SIMIPOUR,0516,True,False
MUNNA,0517,True,False
MUSHARNA,0518,True,False
PIDOVE,0519,True,True
TRANQUILL,0520,True,True
UNFEZANT,0521,True,True
BLITZLE,0522,True,True
ZEBSTRIKA,0523,True,True
ROGGENROLA,0524,True,True
BOLDORE,0525,True,True
GIGALITH,0526,True,True
WOOBAT,0527,True,False
SWOOBAT,0528,True,False
DRILBUR,0529,True,True
EXCADRILL,0530,True,True
AUDINO,0531,True,False
TIMBURR,0532,True,True
GURDURR,0533,True,True
CONKELDURR,0534,True,True
TYMPOLE,0535,True,False
PALPITOAD,0536,True,False
SEISMITOAD,0537,True,False
THROH,0538,True,True
SAWK,0539,True,True
SEWADDLE,0540,True,False
SWADLOON,0541,True,False
LEAVANNY,0542,True,False
VENIPEDE,0543,True,True
WHIRLIPEDE,0544,True,True
SCOLIPEDE,0545,True,True
COTTONEE,0546,True,False
WHIMSICOTT,0547,True,False
PETILIL,0548,True,False
LILLIGANT,0549,True,False
BASCULIN,0550,True,False
SANDILE,0551,True,False
KROKOROK,0552,True,False
KROOKODILE,0553,True,False
DARUMAKA,0554,True,True
DARMANITAN,0555,True,False
DARMANITAN_STANDARD,0555-standard,True,True
MARACTUS,0556,True,False
DWEBBLE,0557,True,True
CRUSTLE,0558,True,True
SCRAGGY,0559,True,False
SCRAFTY,0560,True,False
SIGILYPH,0561,True,False
YAMASK,0562,True,False
COFAGRIGUS,0563,True,False
TIRTOUGA,0564,True,True
CARRACOSTA,0565,True,True
ARCHEN,0566,True,True
ARCHEOPS,0567,True,True
TRUBBISH,0568,True,True
GARBODOR,0569,True,True
ZORUA,0570,True,False
ZOROARK,0571,True,False
MINCCINO,0572,True,False
CINCCINO,0573,True,False
GOTHITA,0574,True,True
GOTHORITA,0575,True,True
GOTHITELLE,0576,True,True
SOLOSIS,0577,True,True
DUOSION,0578,True,True
REUNICLUS,0579,True,True
DUCKLETT,0580,True,True
SWANNA,0581,True,True
VANILLITE,0582,True,False
VANILLISH,0583,True,False
VANILLUXE,0584,True,False
DEERLING,0585,True,False
SAWSBUCK,0586,True,False
EMOLGA,0587,True,False
KARRABLAST,0588,True,True
ESCAVALIER,0589,True,True
FOONGUS,0590,True,True
AMOONGUSS,0591,True,True
FRILLISH,0592,True,False
JELLICENT,0593,True,False
ALOMOMOLA,0594,True,False
JOLTIK,0595,True,True
GALVANTULA,0596,True,True
FERROSEED,0597,True,True
FERROTHORN,0598,True,True
KLINK,0599,True,False
KLANG,0600,True,False
KLINKLANG,0601,True,False
TYNAMO,0602,True,False
EELEKTRIK,0603,True,False
EELEKTROSS,0604,True,False
ELGYEM,0605,True,False
BEHEEYEM,0606,True,False
LITWICK,0607,True,True
LAMPENT,0608,True,True
CHANDELURE,0609,True,True
AXEW,0610,True,False
FRAXURE,0611,True,False
HAXORUS,0612,True,False
CUBCHOO,0613,True,False
BEARTIC,0614,True,False
CRYOGONAL,0615,True,False
SHELMET,0616,True,True
ACCELGOR,0617,True,True
STUNFISK,0618,True,False
MIENFOO,0619,True,False
MIENSHAO,0620,True,False
DRUDDIGON,0621,True,False
GOLETT,0622,True,True
GOLURK,0623,True,True
PAWNIARD,0624,True,False
BISHARP,0625,True,False
BOUFFALANT,0626,True,False
RUFFLET,0627,True,False
BRAVIARY,0628,True,False
VULLABY,0629,True,False
MANDIBUZZ,0630,True,False
HEATMOR,0631,True,False
DURANT,0632,True,False
DEINO,0633,True,False
ZWEILOUS,0634,True,False
HYDREIGON,0635,True,False
LARVESTA,0636,True,False
VOLCARONA,0637,True,False
COBALION,0638,True,False
TERRAKION,0639,True,False
VIRIZION,0640,True,False
TORNADUS,0641,True,False
TORNADUS_INCARNATE,0641-incarnate,True,False
THUNDURUS,0642,True,False
THUNDURUS_INCARNATE,0642-incarnate,True,False
RESHIRAM,0643,True,False
ZEKROM,0644,True,False
LANDORUS,0645,True,False
LANDORUS_INCARNATE,0645-incarnate,True,False
KYUREM,0646,True,False
KELDEO,0647,True,False
KELDEO_ORDINARY,0647-ordinary,True,False
MELOETTA,0648,True,False
MELOETTA_ARIA,0648-aria,True,False
GENESECT,0649,True,False
DARUMAKA_GALARIAN,0554-galar,True,False
DARMANITAN_GALARIAN_STANDARD,0555-galar,True,False
YAMASK_GALARIAN,0562-galar,True,False
STUNFISK_GALARIAN,0618-galar,True,False
SAMUROTT_HISUIAN,0503-hisui,True,False
LILLIGANT_HISUIAN,0549-hisui,False,False
ZORUA_HISUIAN,0570-hisui,False,False
ZOROARK_HISUIAN,0571-hisui,False,False
BRAVIARY_HISUIAN,0628-hisui,True,False
DARMANITAN_ZEN,0555-zen,False,False
DARMANITAN_GALARIAN_ZEN,0555-galar-zen,False,False
TORNADUS_THERIAN,0641-therian,True,False
THUNDURUS_THERIAN,0642-therian,True,False
LANDORUS_THERIAN,0645-therian,True,False
KYUREM_WHITE,0646-white,True,False
KYUREM_BLACK,0646-black,True,False
KELDEO_RESOLUTE,0647-resolute,False,False
MELOETTA_PIROUETTE,0648-pirouette,False,False
CHESPIN,0650,True,False
QUILLADIN,0651,True,False
CHESNAUGHT,0652,True,False
FENNEKIN,0653,True,False
BRAIXEN,0654,True,False
DELPHOX,0655,True,False
FROAKIE,0656,True,False
FROGADIER,0657,True,False
GRENINJA,0658,True,False
BUNNELBY,0659,True,True
DIGGERSBY,0660,True,True
FLETCHLING,0661,True,False
FLETCHINDER,0662,True,False
TALONFLAME,0663,True,False
SCATTERBUG,0664,True,False
SPEWPA,0665,True,False
VIVILLON,0666,True,False
LITLEO,0667,True,False
PYROAR,0668,True,False
FLAB�B�,0669,True,False
FLOETTE,0670,True,False
FLORGES,0671,True,False
SKIDDO,0672,True,False
GOGOAT,0673,True,False
PANCHAM,0674,True,False
PANGORO,0675,True,False
FURFROU,0676,True,False
ESPURR,0677,True,False
MEOWSTIC,0678,True,False
MEOWSTIC_FEMALE,0678-female,True,False
HONEDGE,0679,False,False
DOUBLADE,0680,False,False
AEGISLASH,0681,False,False
SPRITZEE,0682,True,False
AROMATISSE,0683,True,False
SWIRLIX,0684,True,False
SLURPUFF,0685,True,False
INKAY,0686,True,False
MALAMAR,0687,True,False
BINACLE,0688,True,False
BARBARACLE,0689,True,False
SKRELP,0690,True,False
DRAGALGE,0691,True,False
CLAUNCHER,0692,True,False
CLAWITZER,0693,True,False
HELIOPTILE,0694,True,False
HELIOLISK,0695,True,False
TYRUNT,0696,True,False
TYRANTRUM,0697,True,False
AMAURA,0698,True,False
AURORUS,0699,True,False
SYLVEON,0700,True,False
HAWLUCHA,0701,True,False
DEDENNE,0702,True,False
CARBINK,0703,True,False
GOOMY,0704,True,False
SLIGGOO,0705,True,False
GOODRA,0706,True,False
KLEFKI,0707,True,False
PHANTUMP,0708,True,False
TREVENANT,0709,True,False
PUMPKABOO,0710,True,False
GOURGEIST,0711,True,False
BERGMITE,0712,True,False
AVALUGG,0713,True,False
NOIBAT,0714,True,False
NOIVERN,0715,True,False
XERNEAS,0716,True,False
YVELTAL,0717,True,False
ZYGARDE,0718,True,False
ZYGARDE_FIFTY_PERCENT,0718-50,True,False
DIANCIE,0719,True,False
HOOPA,0720,True,False
HOOPA_CONFINED,0720-confined,True,False
VOLCANION,0721,False,False
SLIGGOO_HISUIAN,0705-hisui,False,False
GOODRA_HISUIAN,0706-hisui,False,False
AVALUGG_HISUIAN,0713-hisui,True,False
PUMPKABOO_SMALL SIZE,0710-small size,True,False
PUMPKABOO_LARGE SIZE,0710-large size,True,False
PUMPKABOO_SUPER SIZE,0710-super size,True,False
XERNEAS_ACTIVE,0716-active,True,False
ZYGARDE_TEN_PERCENT,0718-10,True,False
ZYGARDE_COMPLETE,0718-complete,True,False
HOOPA_UNBOUND,0720-unbound,True,False
ROWLET,0722,True,False
DARTRIX,0723,True,False
DECIDUEYE,0724,True,False
LITTEN,0725,True,False
TORRACAT,0726,True,False
INCINEROAR,0727,True,False
POPPLIO,0728,True,False
BRIONNE,0729,True,False
PRIMARINA,0730,True,False
PIKIPEK,0731,True,False
TRUMBEAK,0732,True,False
TOUCANNON,0733,True,False
YUNGOOS,0734,True,False
GUMSHOOS,0735,True,False
GRUBBIN,0736,True,False
CHARJABUG,0737,True,False
VIKAVOLT,0738,True,False
CRABRAWLER,0739,True,False
CRABOMINABLE,0740,True,False
ORICORIO,0741,True,False
ORICORIO_BAILE,0741-baile,True,False
CUTIEFLY,0742,True,False
RIBOMBEE,0743,True,False
ROCKRUFF,0744,True,False
LYCANROC,0745,True,False
LYCANROC_MIDDAY,0745-midday,True,False
WISHIWASHI,0746,False,False
WISHIWASHI_SOLO,0746-solo,True,False
MAREANIE,0747,True,False
TOXAPEX,0748,True,False
MUDBRAY,0749,True,False
MUDSDALE,0750,True,False
DEWPIDER,0751,True,False
ARAQUANID,0752,True,False
FOMANTIS,0753,True,False
LURANTIS,0754,True,False
MORELULL,0755,True,False
SHIINOTIC,0756,True,False
SALANDIT,0757,True,False
SALAZZLE,0758,True,False
STUFFUL,0759,True,False
BEWEAR,0760,True,False
BOUNSWEET,0761,True,False
STEENEE,0762,True,False
TSAREENA,0763,True,False
COMFEY,0764,True,False
ORANGURU,0765,True,False
PASSIMIAN,0766,True,False
WIMPOD,0767,True,False
GOLISOPOD,0768,True,False
SANDYGAST,0769,True,False
PALOSSAND,0770,True,False
PYUKUMUKU,0771,False,False
TYPE_NULL,0772,False,False
SILVALLY,0773,False,False
